650	0.007092323	0.794749881
650.5	0.007135965	0.794786216
651	0.00717406	0.794822526
651.5	0.007209978	0.794858812
652	0.007243766	0.794895072
652.5	0.007278938	0.794931308
653	0.007312444	0.79496752
653.5	0.007346486	0.795003707
654	0.007381207	0.795039869
654.5	0.007417418	0.795076006
655	0.007454935	0.795112119
655.5	0.007494947	0.795148208
656	0.007536295	0.795184272
656.5	0.007576776	0.795220312
657	0.007615736	0.795256328
657.5	0.007653289	0.795292319
658	0.00768853	0.795328286
658.5	0.00772312	0.795364228
659	0.007757634	0.795400147
659.5	0.007792556	0.795436041
660	0.007826445	0.795471911
660.5	0.007858281	0.795507757
661	0.007889603	0.795543578
661.5	0.007919965	0.795579376
662	0.007951061	0.79561515
662.5	0.007982366	0.7956509
663	0.008014278	0.795686626
663.5	0.008044902	0.795722328
664	0.008074405	0.795758006
664.5	0.008103079	0.79579366
665	0.008131118	0.79582929
665.5	0.008159264	0.795864897
666	0.008187572	0.79590048
666.5	0.008215756	0.795936039
667	0.008243134	0.795971574
667.5	0.008268578	0.796007086
668	0.008292091	0.796042574
668.5	0.008313329	0.796078039
669	0.008332024	0.79611348
669.5	0.008348629	0.796148898
670	0.008364364	0.796184292
670.5	0.008378902	0.796219662
671	0.008392949	0.79625501
671.5	0.008406316	0.796290334
672	0.008419551	0.796325634
672.5	0.008431327	0.796360911
673	0.008440887	0.796396165
673.5	0.008448251	0.796431396
674	0.008453445	0.796466603
674.5	0.008456368	0.796501788
675	0.008458069	0.796536949
675.5	0.008460134	0.796572087
676	0.008462744	0.796607202
676.5	0.008465539	0.796642294
677	0.008467485	0.796677363
677.5	0.008468591	0.796712409
678	0.008468278	0.796747432
678.5	0.008466779	0.796782432
679	0.008464514	0.796817409
679.5	0.008463079	0.796852363
680	0.008463427	0.796887295
680.5	0.008465368	0.796922203
681	0.008467445	0.796957089
681.5	0.00846863	0.796991952
682	0.008468075	0.797026793
682.5	0.008465848	0.797061611
683	0.008462039	0.797096406
683.5	0.008457234	0.797131178
684	0.008452287	0.797165928
684.5	0.008445879	0.797200656
685	0.008439309	0.797235361
685.5	0.008436328	0.797270043
686	0.008438596	0.797304703
686.5	0.008443242	0.797339341
687	0.008446729	0.797373956
687.5	0.008448283	0.797408549
688	0.008448194	0.797443119
688.5	0.008446611	0.797477668
689	0.008445303	0.797512194
689.5	0.008445714	0.797546697
690	0.008446571	0.797581179
690.5	0.008447216	0.797615638
691	0.008448142	0.797650075
691.5	0.008449397	0.79768449
692	0.008450483	0.797718883
692.5	0.008451641	0.797753254
693	0.008453283	0.797787603
693.5	0.008455074	0.79782193
694	0.008456845	0.797856235
694.5	0.008459377	0.797890518
695	0.008462039	0.797924779
695.5	0.008464653	0.797959019
696	0.008467696	0.797993236
696.5	0.008472803	0.798027432
697	0.008478986	0.798061605
697.5	0.008485108	0.798095757
698	0.008490104	0.798129888
698.5	0.008494586	0.798163996
699	0.008499023	0.798198083
699.5	0.008504382	0.798232149
700	0.008512498	0.798266192
700.5	0.008523871	0.798300215
701	0.008537433	0.798334215
701.5	0.008551986	0.798368194
702	0.00856765	0.798402152
702.5	0.008584897	0.798436088
703	0.008603115	0.798470003
703.5	0.008620973	0.798503896
704	0.00863781	0.798537768
704.5	0.008654862	0.798571618
705	0.008671078	0.798605448
705.5	0.008688339	0.798639255
706	0.008707424	0.798673042
706.5	0.008731373	0.798706808
707	0.008759015	0.798740552
707.5	0.008788452	0.798774275
708	0.008819051	0.798807977
708.5	0.008850403	0.798841658
709	0.008883313	0.798875317
709.5	0.008919278	0.798908956
710	0.00895872	0.798942574
710.5	0.009000572	0.79897617
711	0.00904169	0.799009746
711.5	0.009082454	0.7990433
712	0.009125899	0.799076834
712.5	0.009172305	0.799110347
713	0.009221598	0.799143839
713.5	0.009272292	0.79917731
714	0.00932577	0.799210761
714.5	0.009382077	0.79924419
715	0.00944036	0.799277599
715.5	0.009499914	0.799310987
716	0.009562381	0.799344354
716.5	0.009628493	0.799377701
717	0.009698519	0.799411027
717.5	0.009771294	0.799444332
718	0.009847051	0.799477617
718.5	0.009925314	0.799510881
719	0.010004649	0.799544125
719.5	0.010083598	0.799577348
720	0.010162372	0.799610551
720.5	0.010243343	0.799643733
721	0.01032828	0.799676895
721.5	0.010417302	0.799710036
722	0.010508608	0.799743157
722.5	0.010600847	0.799776258
723	0.010693838	0.799809338
723.5	0.010788777	0.799842398
724	0.010885872	0.799875438
724.5	0.010986626	0.799908458
725	0.011090002	0.799941457
725.5	0.011196323	0.799974436
726	0.011303873	0.800007395
726.5	0.01141189	0.800040334
727	0.011519714	0.800073253
727.5	0.011626678	0.800106151
728	0.0117341	0.80013903
728.5	0.011843052	0.800171888
729	0.01195285	0.800204727
729.5	0.012062121	0.800237545
730	0.012169183	0.800270344
730.5	0.01227538	0.800303122
731	0.012380037	0.800335881
731.5	0.012483419	0.80036862
732	0.01258586	0.800401339
732.5	0.012688621	0.800434038
733	0.012791542	0.800466717
733.5	0.012892751	0.800499377
734	0.01299189	0.800532017
734.5	0.013087907	0.800564637
735	0.013180733	0.800597237
735.5	0.013269586	0.800629818
736	0.013354016	0.800662379
736.5	0.013434102	0.80069492
737	0.013509748	0.800727442
737.5	0.013581503	0.800759944
738	0.013649018	0.800792427
738.5	0.013711281	0.80082489
739	0.013767581	0.800857334
739.5	0.013818271	0.800889758
740	0.013864435	0.800922163
740.5	0.013905793	0.800954548
741	0.013941685	0.800986914
741.5	0.013971238	0.801019261
742	0.013995678	0.801051588
742.5	0.014015149	0.801083896
743	0.014029508	0.801116184
743.5	0.014038085	0.801148453
744	0.01404163	0.801180703
744.5	0.014040476	0.801212934
745	0.014034745	0.801245146
745.5	0.014024482	0.801277338
746	0.01401036	0.801309511
746.5	0.01399346	0.801341666
747	0.013973196	0.801373801
747.5	0.01394946	0.801405917
748	0.013922492	0.801438013
748.5	0.013892421	0.801470091
749	0.013859433	0.80150215
749.5	0.01382362	0.80153419
750	0.013784829	0.801566211
750.5	0.013743772	0.801598213
751	0.013700736	0.801630196
751.5	0.013656744	0.80166216
752	0.013610758	0.801694105
752.5	0.013561813	0.801726031
753	0.013509831	0.801757939
753.5	0.013455315	0.801789828
754	0.013397856	0.801821698
754.5	0.01333736	0.801853549
755	0.013273737	0.801885382
755.5	0.013207266	0.801917195
756	0.013138309	0.801948991
756.5	0.013067388	0.801980767
757	0.012994301	0.802012525
757.5	0.012919731	0.802044264
758	0.012843964	0.802075985
758.5	0.012767279	0.802107687
759	0.012688805	0.802139371
759.5	0.012608402	0.802171036
760	0.012526345	0.802202682
760.5	0.012442349	0.80223431
761	0.012356688	0.80226592
761.5	0.012269287	0.802297511
762	0.012180623	0.802329084
762.5	0.012090938	0.802360638
763	0.012000756	0.802392174
763.5	0.011910523	0.802423692
764	0.011820314	0.802455191
764.5	0.01172976	0.802486673
765	0.011638845	0.802518135
765.5	0.011547098	0.80254958
766	0.011454351	0.802581007
766.5	0.011360558	0.802612415
767	0.011265603	0.802643805
767.5	0.01116987	0.802675177
768	0.011074275	0.80270653
768.5	0.010978346	0.802737866
769	0.010882847	0.802769184
769.5	0.010786933	0.802800483
770	0.010690609	0.802831764
770.5	0.010592993	0.802863028
771	0.01049405	0.802894273
771.5	0.010393754	0.802925501
772	0.010292184	0.80295671
772.5	0.01018944	0.802987902
773	0.010086128	0.803019075
773.5	0.009981995	0.803050231
774	0.009877958	0.803081369
774.5	0.009775949	0.803112489
775	0.009677336	0.803143591
775.5	0.009581714	0.803174676
776	0.009487911	0.803205742
776.5	0.009395905	0.803236791
777	0.009306444	0.803267823
777.5	0.009218666	0.803298836
778	0.009131903	0.803329832
778.5	0.009044647	0.80336081
779	0.0089567	0.80339177
779.5	0.008867846	0.803422713
780	0.008778191	0.803453638
780.5	0.008688012	0.803484546
781	0.008597689	0.803515436
781.5	0.008508128	0.803546308
782	0.008419793	0.803577163
782.5	0.008332625	0.803608001
783	0.008246615	0.803638821
783.5	0.008161508	0.803669623
784	0.008076962	0.803700408
784.5	0.00799203	0.803731176
785	0.00790727	0.803761926
785.5	0.00782452	0.803792659
786	0.007744706	0.803823375
786.5	0.007666736	0.803854073
787	0.007590213	0.803884754
787.5	0.007514648	0.803915418
