0	15	17.018802	18.524034	20.44217	22.725531	24.732482	26.72354	28.437764	28.952055	29.906703	31.091067	32.511824	34.465827	35.04932	35.745085	36.864522	37.478623	38.283097	39.164302	39.688042	40.414916	41.541035	42.808969	44.127124	45.925416	46.898619	48.494689	50.811944	52.905657	54.724001	59.856652	65
600	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361	0.000301361
600.5	0.000394361	0.000394361	0.000393361	0.000324361	0.000347361	0.000278361	0.000347361	0.000347361	0.000255361	0.000324361	0.000278361	0.000393361	0.000324361	0.000255361	0.000393361	0.000324361	0.000439361	0.000324361	0.000324361	0.000278361	0.000278361	0.000324361	0.000347361	0.000278361	0.000393361	0.000324361	0.000393361	0.000347361	0.000278361	0.000278361	0.000347361	0.000347361
601	0.000278361	0.000278361	0.000370361	0.000278361	0.000301361	0.000232361	0.000370361	0.000301361	0.000278361	0.000301361	0.000232361	0.000347361	0.000278361	0.000278361	0.000347361	0.000278361	0.000347361	0.000301361	0.000278361	0.000347361	0.000232361	0.000232361	0.000370361	0.000232361	0.000347361	0.000231361	0.000301361	0.000370361	0.000301361	0.000186361	0.000301361	0.000301361
601.5	0.000301361	0.000301361	0.000324361	0.000255361	0.000393361	0.000255361	0.000370361	0.000324361	0.000255361	0.000324361	0.000324361	0.000324361	0.000255361	0.000255361	0.000324361	0.000301361	0.000301361	0.000255361	0.000301361	0.000255361	0.000255361	0.000255361	0.000393361	0.000255361	0.000324361	0.000324361	0.000255361	0.000324361	0.000324361	0.000255361	0.000324361	0.000324361
602	0.000324361	0.000324361	0.000416361	0.000278361	0.000347361	0.000278361	0.000278361	0.000278361	0.000255361	0.000324361	0.000278361	0.000393361	0.000324361	0.000278361	0.000393361	0.000324361	0.000393361	0.000324361	0.000324361	0.000278361	0.000278361	0.000324361	0.000416361	0.000278361	0.000347361	0.000347361	0.000278361	0.000416361	0.000347361	0.000278361	0.000301361	0.000301361
602.5	0.000417361	0.000417361	0.000370361	0.000416361	0.000416361	0.000347361	0.000370361	0.000370361	0.000347361	0.000347361	0.000301361	0.000416361	0.000347361	0.000301361	0.000416361	0.000301361	0.000416361	0.000347361	0.000416361	0.000416361	0.000370361	0.000347361	0.000439361	0.000439361	0.000370361	0.000416361	0.000370361	0.000370361	0.000370361	0.000371361	0.000439361	0.000439361
603	0.000301361	0.000301361	0.000324361	0.000186361	0.000324361	0.000255361	0.000301361	0.000301361	0.000232361	0.000301361	0.000186361	0.000255361	0.000301361	0.000301361	0.000370361	0.000232361	0.000301361	0.000301361	0.000301361	0.000301361	0.000255361	0.000301361	0.000324361	0.000255361	0.000324361	0.000324361	0.000255361	0.000324361	0.000278361	0.000255361	0.000278361	0.000278361
603.5	0.000301361	0.000301361	0.000462361	0.000324361	0.000324361	0.000324361	0.000393361	0.000278361	0.000324361	0.000324361	0.000324361	0.000393361	0.000370361	0.000255361	0.000393361	0.000255361	0.000324361	0.000324361	0.000301361	0.000324361	0.000255361	0.000324361	0.000393361	0.000278361	0.000393361	0.000324361	0.000393361	0.000347361	0.000278361	0.000348361	0.000347361	0.000347361
604	0.000278361	0.000278361	0.000301361	0.000324361	0.000278361	0.000278361	0.000278361	0.000347361	0.000278361	0.000347361	0.000232361	0.000278361	0.000324361	0.000209361	0.000393361	0.000324361	0.000278361	0.000347361	0.000324361	0.000278361	0.000232361	0.000278361	0.000347361	0.000301361	0.000347361	0.000301361	0.000301361	0.000370361	0.000185361	0.000301361	0.000255361	0.000255361
