0	17.018802	18.524034	20.44217	22.725531	24.732482	26.72354	28.437764	28.952055	29.906703	31.091067	32.511824	34.465827	35.04932	35.745085	36.864522	37.478623	38.283097	39.164302	39.688042	40.414916	41.541035	42.808969	44.127124	45.925416	46.898619	48.494689	50.811944	52.905657	54.724001	59.856652
600	0.00063655	0.00013055	0.00026855	0.00031455	0.00038355	0.00049855	0.00049855	0.00045255	0.00038355	0.00031455	0.00019955	0.00026855	0.00026855	0.00019955	0.00026855	0.00026855	0.00038355	0.0010056	0.00019955	0.00019955	8.46E-05	-5.34E-05	-5.34E-05	-0.00016845	-0.00016845	-5.34E-05	-0.00012245	-0.00012245	-0.00023845	-0.00049145
600.5	0.00072148	0.00021448	0.00028348	0.00035248	0.00035248	0.00053648	0.00053648	0.00039848	0.00039848	0.00028348	0.00028348	0.00028348	0.00021448	0.00028348	0.00028348	0.00039848	0.00039848	0.0010205	0.00016848	0.00016848	9.95E-05	-1.55E-05	-8.45E-05	-8.45E-05	-0.00015352	3.05E-05	-8.45E-05	-0.00015352	-0.00026952	-0.00045352
601	0.00060115	0.00018715	0.00023315	0.00030215	0.00030215	0.00055515	0.00048615	0.00041715	0.00037115	0.00023315	0.00023315	0.00023315	0.00023315	0.00023315	0.00023315	0.00030215	0.00037115	0.00097015	0.00023315	0.00011815	3.15E-06	3.15E-06	-0.00013485	-0.00013485	-0.00025085	-6.59E-05	-6.59E-05	-0.00013485	-0.00036585	-0.00050385
601.5	0.00062235	0.00013935	0.00020835	0.00039235	0.00032335	0.00055335	0.00050735	0.00039235	0.00039235	0.00032335	0.00020835	0.00020835	0.00020835	0.00020835	0.00025435	0.00025435	0.00032335	0.00099135	0.00013935	0.00013935	2.44E-05	2.44E-05	-0.00011365	-0.00015965	-0.00015965	-0.00011365	-0.00011365	-0.00011365	-0.00029865	-0.00048265
602	0.00064491	0.00023091	0.00023091	0.00034591	0.00034591	0.00046091	0.00046091	0.00039191	0.00039191	0.00027691	0.00027691	0.00027691	0.00023091	0.00027691	0.00027691	0.00034591	0.00039191	0.0010139	0.00016191	0.00016191	9.29E-05	4.69E-05	-9.11E-05	-0.00013709	-0.00013709	-9.11E-05	-2.21E-05	-9.11E-05	-0.00027609	-0.00050609
602.5	0.00074392	0.00019092	0.00037492	0.00042092	0.00042092	0.00055892	0.00055892	0.00048992	0.00042092	0.00030592	0.00030592	0.00030592	0.00025992	0.00030592	0.00025992	0.00037492	0.00042092	0.0011119	0.00030592	0.00025992	0.00012192	7.59E-05	7.59E-05	-0.00010808	-6.21E-05	6.92E-06	-6.21E-05	-6.21E-05	-0.00017708	-0.00036208
603	0.00064133	0.00015833	0.00015833	0.00034233	0.00034233	0.00050333	0.00050333	0.00038833	0.00038833	0.00020433	0.00015833	0.00027333	0.00027333	0.00027333	0.00020433	0.00027333	0.00038833	0.0010103	0.00020433	0.00015833	8.93E-05	-2.57E-05	-9.47E-05	-0.00014067	-0.00014067	-9.47E-05	-9.47E-05	-0.00014067	-0.00027967	-0.00050967
603.5	0.00065471	0.00030971	0.00030971	0.00035571	0.00042471	0.00060871	0.00049371	0.00049371	0.00042471	0.00035571	0.00030971	0.00035571	0.00024071	0.00030971	0.00024071	0.00030971	0.00042471	0.0010237	0.00024071	0.00017171	0.00012571	5.67E-05	-5.83E-05	-5.83E-05	-0.00012729	5.67E-05	-5.83E-05	-0.00012729	-0.00017329	-0.00042729
604	0.00063768	0.00015468	0.00031568	0.00031568	0.00038468	0.00049968	0.00056868	0.00045368	0.00045368	0.00026968	0.00020068	0.00031568	0.00020068	0.00031568	0.00031568	0.00026968	0.00045368	0.0010527	0.00020068	0.00015468	8.57E-05	1.67E-05	-2.93E-05	-9.83E-05	-0.00014432	-2.93E-05	-2.93E-05	-0.00021432	-0.00021432	-0.00051332
604.5	0.00057139	0.00020339	0.00020339	0.00038739	0.00031839	0.00057139	0.00057139	0.00045639	0.00031839	0.00031839	0.00027239	0.00020339	0.00027239	0.00031839	0.00027239	0.00031839	0.00045639	0.00098639	0.00020339	8.84E-05	8.84E-05	1.94E-05	-9.56E-05	-9.56E-05	-9.56E-05	-9.56E-05	-9.56E-05	-9.56E-05	-0.00028061	-0.00039561
605	0.00066594	0.00025094	0.00031994	0.00036594	0.00048094	0.00061894	0.00054994	0.00048094	0.00043494	0.00036594	0.00031994	0.00031994	0.00036594	0.00036594	0.00031994	0.00036594	0.00048094	0.0010799	0.00025094	0.00018194	0.00013594	0.00013594	-4.81E-05	-0.00011706	-0.00011706	-4.81E-05	-4.81E-05	-0.00011706	-0.00023206	-0.00034806
605.5	0.00064441	0.00016041	0.00022941	0.00034441	0.00034441	0.00052841	0.00045941	0.00041341	0.00034441	0.00034441	0.00022941	0.00027541	0.00022941	0.00027541	0.00022941	0.00034441	0.00041341	0.0010124	0.00016041	0.00011441	4.54E-05	-5.93E-07	-0.00013859	-0.00013859	-0.00018459	-6.96E-05	-6.96E-05	-0.00018459	-0.00030059	-0.00043859
606	0.00057799	9.40E-05	0.00027799	0.00034699	0.00027799	0.00053099	0.00046199	0.00039299	0.00039299	0.00027799	0.00023199	0.00023199	0.00016299	0.00023199	0.00023199	0.00034699	0.00034699	0.00099199	0.00023199	9.40E-05	9.40E-05	-2.10E-05	-0.00013601	-0.00018201	-0.00013601	-6.70E-05	-0.00013601	-0.00013601	-0.00025101	-0.00048201
606.5	0.00063055	0.00021555	0.00021555	0.00033055	0.00033055	0.00044555	0.00051455	0.00039955	0.00039955	0.00033055	0.00026155	0.00033055	0.00026155	0.00021555	0.00026155	0.00026155	0.00033055	0.0011136	0.00021555	0.00014655	3.16E-05	-1.44E-05	-8.34E-05	-8.34E-05	-0.00015245	-1.44E-05	-8.34E-05	-0.00015245	-0.00026745	-0.00038345
607	0.00069578	0.00028078	0.00028078	0.00041878	0.00041878	0.00057978	0.00057978	0.00053378	0.00046478	0.00034978	0.00028078	0.00034978	0.00028078	0.00034978	0.00034978	0.00041878	0.00046478	0.0011328	0.00034978	0.00023478	0.00011978	5.08E-05	4.78E-06	-6.42E-05	-6.42E-05	5.08E-05	4.78E-06	-6.42E-05	-0.00017922	-0.00036422
607.5	0.00071381	0.00025381	0.00036881	0.00043781	0.00048381	0.00059881	0.00059881	0.00055281	0.00048381	0.00036881	0.00036881	0.00036881	0.00036881	0.00043781	0.00036881	0.00048381	0.00048381	0.0010828	0.00029981	0.00025381	0.00018481	0.00013881	-4.52E-05	6.98E-05	-4.52E-05	2.38E-05	2.38E-05	-4.52E-05	-0.00016119	-0.00027619
608	0.00069712	0.00023712	0.00028312	0.00035212	0.00046712	0.00058212	0.00058212	0.00046712	0.00042112	0.00035212	0.00023712	0.00042112	0.00035212	0.00023712	0.00028312	0.00042112	0.00042112	0.0010661	0.00023712	0.00023712	0.00012212	5.31E-05	-6.19E-05	-6.19E-05	-0.00013188	7.12E-06	7.12E-06	-0.00013188	-0.00024688	-0.00029288
608.5	0.00076943	0.00028543	0.00035443	0.00040043	0.00040043	0.00058443	0.00058443	0.00053843	0.00046943	0.00046943	0.00035443	0.00035443	0.00035443	0.00035443	0.00035443	0.00040043	0.00040043	0.0011144	0.00035443	0.00023943	0.00017043	0.00012443	9.43E-06	9.43E-06	-5.96E-05	5.54E-05	9.43E-06	-0.00012857	-0.00017557	-0.00035957
609	0.00060809	0.00014809	0.00026309	0.00037809	0.00037809	0.00049309	0.00056209	0.00049309	0.00037809	0.00037809	0.00026309	0.00026309	0.00026309	0.00033209	0.00026309	0.00037809	0.00037809	0.0010231	0.00026309	0.00014809	0.00021709	3.31E-05	-3.59E-05	-8.19E-05	-8.19E-05	-3.59E-05	-3.59E-05	-8.19E-05	-0.00026691	-0.00042791
609.5	0.0006553	0.0001713	0.0001713	0.0003553	0.0003093	0.0005393	0.0005393	0.0004243	0.0003553	0.0003093	0.0003093	0.0002403	0.0002403	0.0002403	0.0002403	0.0003093	0.0004243	0.0010003	0.0002403	0.0001253	5.63E-05	5.63E-05	-5.87E-05	-0.0001737	-0.0001737	-5.87E-05	-0.0001047	-0.0001737	-0.0002897	-0.0004047
610	0.00065639	0.00024139	0.00028739	0.00035639	0.00035639	0.00054039	0.00054039	0.00047139	0.00042539	0.00028739	0.00024139	0.00028739	0.00035639	0.00028739	0.00028739	0.00035639	0.00042539	0.0010704	0.00028739	0.00017239	0.00012639	5.74E-05	1.14E-05	-0.00010361	-0.00010361	1.14E-05	-5.76E-05	-0.00010361	-0.00021861	-0.00040361
610.5	0.00065474	0.00019374	0.00023974	0.00037774	0.00042374	0.00053874	0.00049274	0.00042374	0.00037774	0.00030874	0.00019374	0.00019374	0.00023974	0.00023974	0.00023974	0.00030874	0.00042374	0.0010227	0.00019374	0.00019374	7.87E-05	9.74E-06	-0.00010526	-0.00010526	-0.00015126	-3.63E-05	-0.00010526	-0.00010526	-0.00022026	-0.00038226
611	0.00060652	0.00021552	0.00026152	0.00033052	0.00037652	0.00056052	0.00056052	0.00044552	0.00044552	0.00037652	0.00026152	0.00033052	0.00026152	0.00033052	0.00026152	0.00033052	0.00044552	0.0010215	0.00026152	0.00014652	0.00014652	0.00010052	-1.45E-05	-8.35E-05	-0.00012948	3.15E-05	-1.45E-05	-8.35E-05	-0.00019848	-0.00036048
611.5	0.00062972	0.00021472	0.00028372	0.00039872	0.00039872	0.00051372	0.00051372	0.00051372	0.00044472	0.00032972	0.00021472	0.00028372	0.00028372	0.00028372	0.00028372	0.00032972	0.00039872	0.0010897	0.00021472	0.00016872	9.97E-05	5.37E-05	-6.13E-05	-6.13E-05	-6.13E-05	-1.53E-05	-6.13E-05	-6.13E-05	-0.00024528	-0.00047628
612	0.00069836	0.00016836	0.00030636	0.00035236	0.00035236	0.00053636	0.00053636	0.00042136	0.00035236	0.00030636	0.00030636	0.00030636	0.00016836	0.00030636	0.00023736	0.00030636	0.00042136	0.00099736	0.00023736	0.00012236	5.34E-05	7.36E-06	-0.00017664	-0.00010764	-0.00017664	-6.16E-05	-6.16E-05	-0.00010764	-0.00022264	-0.00040764
612.5	0.00060925	0.00014925	0.00026425	0.00026425	0.00031025	0.00049425	0.00049425	0.00037925	0.00037925	0.00026425	0.00026425	0.00019525	0.00019525	0.00019525	0.00026425	0.00026425	0.00031025	0.00095525	0.00014925	3.42E-05	8.02E-05	-8.08E-05	-0.00014975	-0.00014975	-0.00026575	-8.08E-05	-0.00014975	-0.00019575	-0.00031175	-0.00049575
