0	10	32.37	34.23	38.3	40.73	43.68	45.83	48.49	50.59	70
600	0.045798	0.045798	0.046259	0.046604	0.046789	0.046904	0.047019	0.047157	0.047295	0.047295
602	0.045223	0.045223	0.045476	0.046052	0.046144	0.046328	0.046512	0.046443	0.046766	0.046766
604	0.044877	0.044877	0.045108	0.045637	0.04566	0.045821	0.046052	0.046006	0.046305	0.046305
606	0.044532	0.044532	0.0449	0.045315	0.045338	0.045499	0.045591	0.045729	0.046029	0.046029
608	0.044095	0.044095	0.044486	0.045039	0.044923	0.045177	0.045269	0.045269	0.045545	0.045545
610	0.043841	0.043841	0.044141	0.044624	0.044578	0.044808	0.044923	0.045085	0.045269	0.045269
612	0.043611	0.043611	0.043956	0.04444	0.044532	0.04467	0.044716	0.044716	0.044993	0.044993
614	0.043312	0.043312	0.043657	0.044002	0.044118	0.044302	0.044417	0.044532	0.044647	0.044647
616	0.043127	0.043127	0.043427	0.043887	0.043979	0.044118	0.044048	0.044325	0.04444	0.04444
618	0.042966	0.042966	0.04322	0.043726	0.043703	0.043887	0.043841	0.044025	0.044187	0.044187
620	0.042805	0.042805	0.043104	0.043473	0.043519	0.043657	0.043634	0.043818	0.043933	0.043933
622	0.042667	0.042667	0.042966	0.043427	0.043312	0.043404	0.043565	0.043542	0.043749	0.043749
624	0.042506	0.042506	0.042874	0.043173	0.043196	0.043404	0.043312	0.043496	0.043565	0.043565
626	0.042368	0.042368	0.042598	0.043081	0.043035	0.043173	0.04315	0.043289	0.043358	0.043358
628	0.042206	0.042206	0.042667	0.043012	0.042828	0.04292	0.043081	0.043127	0.043196	0.043196
630	0.042068	0.042068	0.042437	0.042805	0.04269	0.042759	0.042989	0.04292	0.043127	0.043127
632	0.041907	0.041907	0.042229	0.042552	0.042621	0.042621	0.04269	0.042782	0.042897	0.042897
634	0.041631	0.041631	0.041907	0.042275	0.042345	0.042368	0.04246	0.042575	0.042552	0.042552
636	0.0414	0.0414	0.041654	0.042045	0.042068	0.041976	0.04216	0.042298	0.042298	0.042298
638	0.041147	0.041147	0.041331	0.041723	0.041631	0.041746	0.041861	0.041907	0.042068	0.042068
640	0.040618	0.040618	0.041055	0.041308	0.0414	0.04147	0.04147	0.041493	0.041562	0.041562
642	0.040272	0.040272	0.040664	0.040848	0.040871	0.040986	0.041032	0.041216	0.041239	0.041239
644	0.039812	0.039812	0.04018	0.04041	0.040525	0.040525	0.040549	0.040664	0.040779	0.040779
646	0.039305	0.039305	0.039651	0.039927	0.039881	0.040019	0.04018	0.04018	0.040249	0.040249
648	0.038822	0.038822	0.039098	0.039489	0.03942	0.039512	0.039604	0.03972	0.039743	0.039743
650	0.038269	0.038269	0.03843	0.038868	0.038891	0.039075	0.039052	0.039075	0.039213	0.039213
652	0.037693	0.037693	0.038016	0.038292	0.038361	0.03843	0.038453	0.038568	0.038729	0.038729
654	0.037095	0.037095	0.037394	0.037762	0.037716	0.037854	0.037993	0.038062	0.038246	0.038246
656	0.036565	0.036565	0.036864	0.037187	0.03721	0.037279	0.03744	0.037486	0.037647	0.037647
