0.00	0.00E+00
600.00	4.66E-04
601.00	4.71E-04
602.00	4.79E-04
603.00	4.87E-04
604.00	4.87E-04
605.00	4.84E-04
606.00	4.80E-04
607.00	4.75E-04
608.00	4.70E-04
609.00	4.69E-04
610.00	4.64E-04
611.00	4.58E-04
612.00	4.54E-04
613.00	4.42E-04
614.00	4.27E-04
615.00	4.22E-04
616.00	4.23E-04
617.00	4.30E-04
618.00	4.37E-04
619.00	4.35E-04
620.00	4.30E-04
621.00	4.25E-04
622.00	4.33E-04
623.00	4.40E-04
624.00	4.38E-04
625.00	4.32E-04
626.00	4.26E-04
627.00	4.24E-04
628.00	4.26E-04
629.00	4.28E-04
630.00	4.28E-04
631.00	4.29E-04
632.00	4.37E-04
633.00	4.44E-04
634.00	4.40E-04
635.00	4.31E-04
636.00	4.20E-04
637.00	4.22E-04
638.00	4.33E-04
639.00	4.46E-04
640.00	4.52E-04
641.00	4.50E-04
642.00	4.49E-04
643.00	4.53E-04
644.00	4.60E-04
645.00	4.65E-04
646.00	4.64E-04
647.00	4.64E-04
648.00	4.64E-04
649.00	4.65E-04
650.00	4.71E-04
651.00	4.72E-04
652.00	4.67E-04
653.00	4.64E-04
654.00	4.57E-04
655.00	4.48E-04
656.00	4.38E-04
657.00	4.28E-04
658.00	4.24E-04
659.00	4.22E-04
660.00	4.18E-04
661.00	4.14E-04
662.00	4.13E-04
663.00	4.14E-04
664.00	4.19E-04
665.00	4.28E-04
666.00	4.39E-04
667.00	4.47E-04
668.00	4.52E-04
669.00	4.53E-04
670.00	4.50E-04
671.00	4.52E-04
672.00	4.57E-04
673.00	4.62E-04
674.00	4.63E-04
675.00	4.57E-04
676.00	4.46E-04
677.00	4.33E-04
678.00	4.22E-04
679.00	4.13E-04
680.00	4.06E-04
681.00	3.98E-04
682.00	3.87E-04
683.00	3.75E-04
684.00	3.70E-04
685.00	3.69E-04
686.00	3.66E-04
687.00	3.61E-04
688.00	3.54E-04
689.00	3.48E-04
690.00	3.42E-04
691.00	3.38E-04
692.00	3.35E-04
693.00	3.31E-04
694.00	3.28E-04
695.00	3.24E-04
696.00	3.21E-04
697.00	3.24E-04
698.00	3.27E-04
699.00	3.25E-04
700.00	3.23E-04
701.00	3.20E-04
702.00	3.19E-04
703.00	3.22E-04
704.00	3.26E-04
705.00	3.23E-04
706.00	3.18E-04
707.00	3.13E-04
708.00	3.10E-04
709.00	3.11E-04
710.00	3.15E-04
711.00	3.20E-04
712.00	3.21E-04
713.00	3.20E-04
714.00	3.21E-04
715.00	3.26E-04
716.00	3.34E-04
717.00	3.43E-04
718.00	3.51E-04
719.00	3.58E-04
720.00	3.67E-04
721.00	3.76E-04
722.00	3.83E-04
723.00	3.90E-04
724.00	4.01E-04
725.00	4.15E-04
726.00	4.30E-04
727.00	4.47E-04
728.00	4.63E-04
729.00	4.80E-04
730.00	4.99E-04
731.00	5.16E-04
732.00	5.35E-04
733.00	5.52E-04
734.00	5.64E-04
735.00	5.76E-04
736.00	5.89E-04
737.00	6.00E-04
738.00	6.16E-04
739.00	6.36E-04
740.00	6.54E-04
741.00	6.80E-04
742.00	7.07E-04
743.00	7.35E-04
744.00	7.68E-04
745.00	8.01E-04
746.00	8.37E-04
747.00	8.74E-04
748.00	9.08E-04
749.00	9.41E-04
750.00	9.72E-04
751.00	1.00E-03
752.00	1.03E-03
753.00	1.06E-03
754.00	1.09E-03
755.00	1.12E-03
756.00	1.16E-03
757.00	1.19E-03
758.00	1.23E-03
759.00	1.26E-03
760.00	1.28E-03
761.00	1.29E-03
762.00	1.29E-03
763.00	1.27E-03
764.00	1.25E-03
765.00	1.21E-03
766.00	1.15E-03
767.00	1.09E-03
768.00	1.02E-03
769.00	9.48E-04
770.00	8.71E-04
771.00	7.93E-04
772.00	7.19E-04
773.00	6.53E-04
774.00	5.96E-04
775.00	5.53E-04
776.00	5.15E-04
777.00	4.81E-04
778.00	4.51E-04
779.00	4.26E-04
780.00	4.09E-04
781.00	3.91E-04
782.00	3.78E-04
783.00	3.66E-04
784.00	3.60E-04
785.00	3.57E-04
786.00	3.55E-04
787.00	3.53E-04
788.00	3.49E-04
789.00	3.46E-04
790.00	3.46E-04
791.00	3.47E-04
792.00	3.47E-04
793.00	3.47E-04
794.00	3.52E-04
795.00	3.59E-04
796.00	3.69E-04
797.00	3.79E-04
798.00	3.87E-04
799.00	3.93E-04
800.00	4.03E-04
801.00	4.13E-04
802.00	4.24E-04
803.00	4.34E-04
804.00	4.42E-04
805.00	4.54E-04
806.00	4.67E-04
807.00	4.82E-04
808.00	4.97E-04
809.00	5.11E-04
810.00	5.27E-04
811.00	5.47E-04
812.00	5.67E-04
813.00	5.83E-04
814.00	5.94E-04
815.00	6.03E-04
816.00	6.15E-04
817.00	6.33E-04
818.00	6.54E-04
819.00	6.74E-04
820.00	6.91E-04
821.00	7.08E-04
822.00	7.24E-04
823.00	7.40E-04
824.00	7.58E-04
825.00	7.75E-04
826.00	7.86E-04
827.00	7.96E-04
828.00	7.99E-04
829.00	8.02E-04
830.00	8.03E-04
831.00	8.03E-04
832.00	8.01E-04
833.00	7.94E-04
834.00	7.85E-04
835.00	7.75E-04
836.00	7.64E-04
837.00	7.57E-04
838.00	7.51E-04
839.00	7.39E-04
840.00	7.26E-04
841.00	7.15E-04
842.00	7.03E-04
843.00	6.92E-04
844.00	6.85E-04
845.00	6.78E-04
846.00	6.69E-04
847.00	6.61E-04
848.00	6.51E-04
849.00	6.43E-04
850.00	6.37E-04
851.00	6.33E-04
852.00	6.32E-04
853.00	6.31E-04
854.00	6.33E-04
855.00	6.39E-04
856.00	6.47E-04
857.00	6.56E-04
858.00	6.62E-04
859.00	6.66E-04
860.00	6.74E-04
861.00	6.80E-04
862.00	6.90E-04
863.00	7.05E-04
864.00	7.24E-04
865.00	7.51E-04
866.00	7.86E-04
867.00	8.22E-04
868.00	8.60E-04
869.00	8.99E-04
870.00	9.38E-04
871.00	9.79E-04
872.00	1.02E-03
873.00	1.07E-03
874.00	1.13E-03
875.00	1.20E-03
876.00	1.26E-03
877.00	1.35E-03
878.00	1.43E-03
879.00	1.53E-03
880.00	1.64E-03
881.00	1.75E-03
882.00	1.87E-03
883.00	1.99E-03
884.00	2.12E-03
885.00	2.26E-03
886.00	2.41E-03
887.00	2.58E-03
888.00	2.75E-03
889.00	2.93E-03
890.00	3.12E-03
891.00	3.31E-03
892.00	3.49E-03
893.00	3.67E-03
894.00	3.83E-03
895.00	3.98E-03
896.00	4.12E-03
897.00	4.26E-03
898.00	4.38E-03
899.00	4.51E-03
900.00	4.63E-03
901.00	4.77E-03
902.00	4.92E-03
903.00	5.08E-03
904.00	5.27E-03
905.00	5.47E-03
906.00	5.72E-03
907.00	5.99E-03
908.00	6.32E-03
909.00	6.66E-03
910.00	7.05E-03
911.00	7.44E-03
912.00	7.84E-03
913.00	8.23E-03
914.00	8.62E-03
915.00	8.99E-03
916.00	9.35E-03
917.00	9.68E-03
918.00	1.00E-02
919.00	1.03E-02
920.00	1.07E-02
921.00	1.10E-02
922.00	1.13E-02
923.00	1.17E-02
924.00	1.20E-02
925.00	1.23E-02
926.00	1.26E-02
927.00	1.28E-02
928.00	1.30E-02
929.00	1.31E-02
930.00	1.31E-02
931.00	1.30E-02
932.00	1.28E-02
933.00	1.25E-02
934.00	1.22E-02
935.00	1.18E-02
936.00	1.13E-02
937.00	1.07E-02
938.00	1.01E-02
939.00	9.43E-03
940.00	8.75E-03
941.00	8.09E-03
942.00	7.45E-03
943.00	6.82E-03
944.00	6.25E-03
945.00	5.70E-03
946.00	5.23E-03
947.00	4.80E-03
948.00	4.45E-03
949.00	4.11E-03
950.00	3.80E-03
951.00	3.52E-03
952.00	3.27E-03
953.00	3.05E-03
954.00	2.85E-03
955.00	2.67E-03
956.00	2.50E-03
957.00	2.36E-03
958.00	2.24E-03
959.00	2.13E-03
960.00	2.05E-03
961.00	1.98E-03
962.00	1.92E-03
963.00	1.86E-03
964.00	1.81E-03
965.00	1.75E-03
966.00	1.69E-03
967.00	1.64E-03
968.00	1.59E-03
969.00	1.55E-03
970.00	1.53E-03
971.00	1.51E-03
972.00	1.49E-03
973.00	1.46E-03
974.00	1.43E-03
975.00	1.41E-03
976.00	1.41E-03
977.00	1.41E-03
978.00	1.42E-03
979.00	1.42E-03
980.00	1.42E-03
981.00	1.41E-03
982.00	1.41E-03
983.00	1.42E-03
984.00	1.44E-03
985.00	1.48E-03
986.00	1.52E-03
987.00	1.56E-03
988.00	1.61E-03
989.00	1.65E-03
990.00	1.72E-03
991.00	1.79E-03
992.00	1.89E-03
993.00	1.99E-03
994.00	2.09E-03
995.00	2.18E-03
996.00	2.27E-03
997.00	2.37E-03
998.00	2.46E-03
999.00	2.56E-03
1000.00	2.65E-03
1001.00	2.75E-03
1002.00	2.87E-03
1003.00	3.00E-03
1004.00	3.14E-03
1005.00	3.28E-03
1006.00	3.43E-03
1007.00	3.58E-03
1008.00	3.74E-03
1009.00	3.89E-03
1010.00	4.06E-03
1011.00	4.22E-03
1012.00	4.39E-03
1013.00	4.55E-03
1014.00	4.72E-03
1015.00	4.88E-03
1016.00	5.02E-03
1017.00	5.15E-03
1018.00	5.28E-03
1019.00	5.39E-03
1020.00	5.48E-03
1021.00	5.56E-03
1022.00	5.63E-03
1023.00	5.68E-03
1024.00	5.73E-03
1025.00	5.79E-03
1026.00	5.86E-03
1027.00	5.95E-03
1028.00	6.05E-03
1029.00	6.16E-03
1030.00	6.27E-03
1031.00	6.39E-03
1032.00	6.50E-03
1033.00	6.61E-03
1034.00	6.72E-03
1035.00	6.80E-03
1036.00	6.87E-03
1037.00	6.93E-03
1038.00	6.97E-03
1039.00	7.00E-03
1040.00	7.03E-03
1041.00	7.02E-03
1042.00	7.00E-03
1043.00	6.97E-03
1044.00	6.90E-03
