1045.00	6.85E-03
1046.00	6.79E-03
1047.00	6.72E-03
1048.00	6.66E-03
1049.00	6.60E-03
1050.00	6.50E-03
1051.00	6.42E-03
1052.00	6.35E-03
1053.00	6.28E-03
1054.00	6.21E-03
1055.00	6.14E-03
1056.00	6.05E-03
1057.00	5.95E-03
1058.00	5.87E-03
1059.00	5.79E-03
1060.00	5.71E-03
1061.00	5.62E-03
1062.00	5.53E-03
1063.00	5.45E-03
1064.00	5.36E-03
1065.00	5.30E-03
1066.00	5.26E-03
1067.00	5.22E-03
1068.00	5.18E-03
1069.00	5.12E-03
1070.00	5.07E-03
1071.00	5.03E-03
1072.00	5.03E-03
1073.00	5.02E-03
1074.00	5.01E-03
1075.00	4.95E-03
1076.00	4.88E-03
1077.00	4.85E-03
1078.00	4.84E-03
1079.00	4.82E-03
1080.00	4.81E-03
1081.00	4.81E-03
1082.00	4.80E-03
1083.00	4.82E-03
1084.00	4.80E-03
1085.00	4.76E-03
1086.00	4.76E-03
1087.00	4.76E-03
1088.00	4.77E-03
1089.00	4.80E-03
1090.00	4.80E-03
1091.00	4.78E-03
1092.00	4.78E-03
1093.00	4.78E-03
1094.00	4.79E-03
1095.00	4.84E-03
1096.00	4.88E-03
1097.00	4.89E-03
1098.00	4.91E-03
