  6.5000000e+002	  4.5640300e-003	  7.1045987e-001	
  6.5100000e+002	  4.5248249e-003	  7.1044636e-001	
  6.5200000e+002	  4.5555298e-003	  7.1043288e-001	
  6.5300000e+002	  4.5485934e-003	  7.1041943e-001	
  6.5400000e+002	  4.5294398e-003	  7.1040602e-001	
  6.5500000e+002	  4.5540293e-003	  7.1039264e-001	
  6.5600000e+002	  4.5180001e-003	  7.1037929e-001	
  6.5700000e+002	  4.5449696e-003	  7.1036597e-001	
  6.5800000e+002	  4.5480644e-003	  7.1035268e-001	
  6.5900000e+002	  4.5809938e-003	  7.1033943e-001	
  6.6000000e+002	  4.5521604e-003	  7.1032621e-001	
  6.6100000e+002	  4.5337604e-003	  7.1031302e-001	
  6.6200000e+002	  4.5287868e-003	  7.1029986e-001	
  6.6300000e+002	  4.4739953e-003	  7.1028673e-001	
  6.6400000e+002	  4.5409958e-003	  7.1027363e-001	
  6.6500000e+002	  4.5361884e-003	  7.1026057e-001	
  6.6600000e+002	  4.5413854e-003	  7.1024753e-001	
  6.6700000e+002	  4.5279705e-003	  7.1023453e-001	
  6.6800000e+002	  4.5228487e-003	  7.1022155e-001	
  6.6900000e+002	  4.5087075e-003	  7.1020861e-001	
  6.7000000e+002	  4.4874486e-003	  7.1019570e-001	
  6.7100000e+002	  4.5220588e-003	  7.1018282e-001	
  6.7200000e+002	  4.5416519e-003	  7.1016997e-001	
  6.7300000e+002	  4.4931047e-003	  7.1015714e-001	
  6.7400000e+002	  4.5008073e-003	  7.1014435e-001	
  6.7500000e+002	  4.5230512e-003	  7.1013159e-001	
  6.7600000e+002	  4.5138748e-003	  7.1011886e-001	
  6.7700000e+002	  4.5155054e-003	  7.1010616e-001	
  6.7800000e+002	  4.5359737e-003	  7.1009349e-001	
  6.7900000e+002	  4.5213647e-003	  7.1008085e-001	
  6.8000000e+002	  4.5082359e-003	  7.1006823e-001	
  6.8100000e+002	  4.5299830e-003	  7.1005565e-001	
  6.8200000e+002	  4.4744226e-003	  7.1004310e-001	
  6.8300000e+002	  4.5219988e-003	  7.1003057e-001	
  6.8400000e+002	  4.4883070e-003	  7.1001807e-001	
  6.8500000e+002	  4.5354260e-003	  7.1000561e-001	
  6.8600000e+002	  4.4858710e-003	  7.0999317e-001	
  6.8700000e+002	  4.4845877e-003	  7.0998076e-001	
  6.8800000e+002	  4.5007029e-003	  7.0996838e-001	
  6.8900000e+002	  4.4899821e-003	  7.0995603e-001	
