  6.5000000e+002	  5.2826526e-003	  8.0654411e-001	
  6.5100000e+002	  5.2513537e-003	  8.0602604e-001	
  6.5200000e+002	  5.2873028e-003	  8.0550914e-001	
  6.5300000e+002	  5.2854429e-003	  8.0499341e-001	
  6.5400000e+002	  5.2733840e-003	  8.0447885e-001	
  6.5500000e+002	  5.3030258e-003	  8.0396545e-001	
  6.5600000e+002	  5.2739881e-003	  8.0345320e-001	
  6.5700000e+002	  5.3068437e-003	  8.0294210e-001	
  6.5800000e+002	  5.3154943e-003	  8.0243216e-001	
  6.5900000e+002	  5.3540541e-003	  8.0192335e-001	
  6.6000000e+002	  5.3320699e-003	  8.0141569e-001	
  6.6100000e+002	  5.3200053e-003	  8.0090915e-001	
  6.6200000e+002	  5.3211767e-003	  8.0040375e-001	
  6.6300000e+002	  5.2728987e-003	  7.9989948e-001	
  6.6400000e+002	  5.3458972e-003	  7.9939632e-001	
  6.6500000e+002	  5.3464499e-003	  7.9889429e-001	
  6.6600000e+002	  5.3580981e-003	  7.9839336e-001	
  6.6700000e+002	  5.3498455e-003	  7.9789355e-001	
  6.6800000e+002	  5.3511346e-003	  7.9739484e-001	
  6.6900000e+002	  5.3428721e-003	  7.9689723e-001	
  6.7000000e+002	  5.3278062e-003	  7.9640072e-001	
  6.7100000e+002	  5.3690007e-003	  7.9590530e-001	
  6.7200000e+002	  5.3931042e-003	  7.9541097e-001	
  6.7300000e+002	  5.3509803e-003	  7.9491772e-001	
  6.7400000e+002	  5.3647339e-003	  7.9442556e-001	
  6.7500000e+002	  5.3929001e-003	  7.9393447e-001	
  6.7600000e+002	  5.3903315e-003	  7.9344445e-001	
  6.7700000e+002	  5.3974754e-003	  7.9295550e-001	
  6.7800000e+002	  5.4240026e-003	  7.9246762e-001	
  6.7900000e+002	  5.4156090e-003	  7.9198080e-001	
  6.8000000e+002	  5.4089519e-003	  7.9149503e-001	
  6.8100000e+002	  5.4357921e-003	  7.9101032e-001	
  6.8200000e+002	  5.3859428e-003	  7.9052665e-001	
  6.8300000e+002	  5.4398851e-003	  7.9004404e-001	
  6.8400000e+002	  5.4116274e-003	  7.8956246e-001	
  6.8500000e+002	  5.4651679e-003	  7.8908192e-001	
  6.8600000e+002	  5.4203964e-003	  7.8860242e-001	
  6.8700000e+002	  5.4259340e-003	  7.8812394e-001	
  6.8800000e+002	  5.4473509e-003	  7.8764649e-001	
  6.8900000e+002	  5.4429507e-003	  7.8717007e-001	
  6.9000000e+002	  5.4736278e-003	  7.8669466e-001	
  6.9100000e+002	  5.4478998e-003	  7.8622027e-001	
  6.9200000e+002	  5.4749597e-003	  7.8574689e-001	
  6.9300000e+002	  5.4597890e-003	  7.8527452e-001	
  6.9400000e+002	  5.4639906e-003	  7.8480316e-001	
  6.9500000e+002	  5.4919648e-003	  7.8433279e-001	
  6.9600000e+002	  5.5211192e-003	  7.8386342e-001	
  6.9700000e+002	  5.5163616e-003	  7.8339505e-001	
  6.9800000e+002	  5.5475872e-003	  7.8292767e-001	
  6.9900000e+002	  5.5416579e-003	  7.8246127e-001	
  7.0000000e+002	  5.5938884e-003	  7.8199586e-001	
  7.0100000e+002	  5.5360782e-003	  7.8153142e-001	
  7.0200000e+002	  5.5792530e-003	  7.8106796e-001	
  7.0300000e+002	  5.5294882e-003	  7.8060548e-001	
  7.0400000e+002	  5.6136297e-003	  7.8014396e-001	
  7.0500000e+002	  5.6203616e-003	  7.7968341e-001	
  7.0600000e+002	  5.6129034e-003	  7.7922383e-001	
  7.0700000e+002	  5.6527662e-003	  7.7876520e-001	
  7.0800000e+002	  5.6442443e-003	  7.7830752e-001	
  7.0900000e+002	  5.6041065e-003	  7.7785080e-001	
  7.1000000e+002	  5.5979227e-003	  7.7739503e-001	
  7.1100000e+002	  5.6251631e-003	  7.7694021e-001	
  7.1200000e+002	  5.5967198e-003	  7.7648632e-001	
  7.1300000e+002	  5.6603753e-003	  7.7603338e-001	
  7.1400000e+002	  5.5942537e-003	  7.7558137e-001	
  7.1500000e+002	  5.6805913e-003	  7.7513030e-001	
  7.1600000e+002	  5.6400090e-003	  7.7468015e-001	
  7.1700000e+002	  5.6676392e-003	  7.7423093e-001	
  7.1800000e+002	  5.6702566e-003	  7.7378263e-001	
  7.1900000e+002	  5.6362847e-003	  7.7333526e-001	
  7.2000000e+002	  5.6263981e-003	  7.7288879e-001	
  7.2100000e+002	  5.6532897e-003	  7.7244325e-001	
  7.2200000e+002	  5.6352785e-003	  7.7199861e-001	
  7.2300000e+002	  5.7015089e-003	  7.7155488e-001	
  7.2400000e+002	  5.6862972e-003	  7.7111205e-001	
  7.2500000e+002	  5.7220412e-003	  7.7067013e-001	
  7.2600000e+002	  5.7410662e-003	  7.7022910e-001	
  7.2700000e+002	  5.8077968e-003	  7.6978897e-001	
  7.2800000e+002	  5.7855768e-003	  7.6934972e-001	
  7.2900000e+002	  5.8815051e-003	  7.6891137e-001	
  7.3000000e+002	  5.9081139e-003	  7.6847390e-001	
  7.3100000e+002	  5.9416583e-003	  7.6803732e-001	
  7.3200000e+002	  6.0476061e-003	  7.6760161e-001	
  7.3300000e+002	  6.0805435e-003	  7.6716678e-001	
  7.3400000e+002	  6.2042972e-003	  7.6673283e-001	
  7.3500000e+002	  6.2120313e-003	  7.6629974e-001	
  7.3600000e+002	  6.3779136e-003	  7.6586753e-001	
  7.3700000e+002	  6.4925893e-003	  7.6543617e-001	
  7.3800000e+002	  6.6818992e-003	  7.6500568e-001	
  7.3900000e+002	  6.6955934e-003	  7.6457605e-001	
  7.4000000e+002	  6.8732980e-003	  7.6414727e-001	
  7.4100000e+002	  7.0168729e-003	  7.6371935e-001	
  7.4200000e+002	  6.9840658e-003	  7.6329228e-001	
  7.4300000e+002	  7.0714533e-003	  7.6286605e-001	
  7.4400000e+002	  7.0063174e-003	  7.6244067e-001	
  7.4500000e+002	  6.8675445e-003	  7.6201613e-001	
  7.4600000e+002	  6.7384113e-003	  7.6159243e-001	
  7.4700000e+002	  6.5363195e-003	  7.6116957e-001	
  7.4800000e+002	  6.2483657e-003	  7.6074754e-001	
  7.4900000e+002	  6.0821737e-003	  7.6032634e-001	
  7.5000000e+002	  5.9721900e-003	  7.5990597e-001	
  7.5100000e+002	  5.8411629e-003	  7.5948642e-001	
  7.5200000e+002	  5.8414759e-003	  7.5906770e-001	
  7.5300000e+002	  5.7848011e-003	  7.5864979e-001	
  7.5400000e+002	  5.8038282e-003	  7.5823271e-001	
  7.5500000e+002	  5.8571885e-003	  7.5781643e-001	
  7.5600000e+002	  5.7730465e-003	  7.5740097e-001	
